GLON,GLAT,z,Mbh
134.73633,-62.72248,0.01876,144.275
134.73881,13.63321,0.00739,117.177
134.8771,6.44157,0.01182,127.517
134.92352,32.68853,0.00467,232.928
135.02508,30.5992,0.00727,23.154
135.03436,-62.45027,0.01723,92.802
135.04438,15.86007,0.00832,107.728
135.0542,-47.23293,0.02169,155.592
135.06137,-47.20549,0.0212,343.637
135.06379,-7.5212,0.01598,111.573
135.06548,-11.19438,0.02017,119.749
135.10324,42.42048,0.00417,6.505
135.10628,-25.10919,0.015,131.887
135.11195,-78.19595,0.0188,262.735
135.22306,17.76462,0.00821,63.436
135.29934,48.47819,0.00505,31.052
135.30325,-15.0542,0.02317,270.576
135.32033,-13.13863,0.01561,157.187
135.32994,55.02951,0.0042,110.939
135.40212,-13.15364,0.01665,188.848
135.46312,-52.92245,0.00836,67.672
135.53501,-25.9383,0.01559,458.707
135.61486,38.82572,0.0215,182.283
135.65341,24.89635,0.00298,438.28
135.73804,-16.11769,0.02389,373.189
135.76935,10.87492,0.02362,208.641
135.81245,71.69261,0.00163,8.38
135.86183,-0.55049,4.0E-5,88.57
135.9077,66.50112,0.0137,179.711
135.92783,-53.02616,0.0083,56.566
135.93319,-63.30504,0.01857,277.174
135.98881,-52.62596,0.00758,19.865
136.01306,-25.60098,0.01684,404.553
136.03004,-24.99276,0.01698,375.116
136.03897,-25.93849,0.01383,134.72
136.10693,-26.31497,0.0167,126.404
136.12093,-25.06952,0.01725,384.163
136.20452,-25.40435,0.01623,132.768
136.20805,-66.47281,0.0189,281.87
136.22637,-20.83303,0.01804,372.06
136.2397,-52.47316,0.00811,26.305
136.24343,-44.66025,0.00934,86.211
136.37883,-52.68083,0.00909,64.345
136.38489,9.8735,0.00647,49.674
136.40067,-58.84383,0.01824,531.676
136.42759,-24.76337,0.01391,164.302
136.45192,21.26213,0.00835,28.357
136.45646,-24.42606,0.01778,345.464
136.45739,6.46289,0.00825,139.634
136.46134,41.11753,0.02217,146.661
136.46909,-24.28285,0.01752,161.847
136.46969,-15.70845,0.0194,136.247
136.48268,-52.28626,0.00542,10.817
136.50524,-24.73202,0.01674,150.646
136.50558,-52.45155,0.00793,273.189
136.53916,-25.07735,0.01861,248.325
136.54512,-25.12209,0.01577,113.32
136.55945,-63.86545,0.00611,63.75
136.56945,-25.09025,0.01619,628.275
136.57509,69.38657,0.00257,41.789
136.57624,-25.3945,0.01356,92.056
136.62856,-15.21041,0.02088,334.053
136.62902,-58.7069,0.00792,285.426
136.6817,20.11245,0.01381,227.177
136.69559,57.21557,0.01123,97.955
136.70409,-24.98527,0.01474,199.805
136.71013,-32.74904,0.01273,70.637
136.71231,36.79338,0.01015,81.557
136.7928,-24.95489,0.01657,118.819
136.79416,25.07736,0.01748,167.869
136.79775,-58.68239,0.00775,146.606
136.798,-52.69386,0.00787,116.92
136.80597,14.19478,0.01507,145.292
136.82065,-56.79455,0.00758,606.194
136.89863,-15.94541,0.02175,189.246
136.89884,9.96906,0.0056,84.24
136.91447,20.14846,0.01487,202.306
136.92934,-69.96978,0.01389,155.307
136.97737,81.79938,0.02311,381.274
136.99112,-35.33201,0.01306,140.801
137.06341,55.95153,0.01054,86.223
137.12195,12.32008,0.00411,48.47
137.12316,55.9545,0.01075,281.504
137.28757,-24.93388,0.0178,121.054
137.31435,24.55914,0.00815,131.825
137.34783,-24.65266,0.0156,119.684
137.37625,17.03755,0.01408,483.273
137.39365,16.97024,0.01545,137.365
137.45564,13.81293,0.00363,30.305
137.4658,53.22979,0.01155,154.677
137.48176,-25.02323,0.02224,4506.635
137.50495,6.35265,0.01056,115.517
137.52659,55.05885,0.00823,65.791
137.56914,-22.88834,0.01404,206.691
137.59614,-24.63058,0.01557,344.983
137.65815,-22.66609,0.0138,129.761
137.72144,-24.25156,0.01614,153.281
137.73809,-9.32703,0.01615,143.942
137.75099,-15.96679,0.01707,434.867
137.76083,-33.36897,0.01235,163.103
137.81724,10.56421,0.00439,26.249
137.88683,-24.64092,0.01626,113.428
137.92944,8.401,0.00537,13.767
137.95405,-33.89774,0.00115,1.512
138.0064,-26.77929,0.01544,124.377
138.0245,-30.55291,0.01557,90.157
138.07853,63.07237,0.00282,116.71
138.14515,56.16164,0.00994,54.941
138.17248,60.06346,0.00347,85.986
138.18715,24.14409,0.01703,317.059
138.20724,-22.60889,0.01886,327.847
138.25679,60.0387,0.00232,6.139
138.26008,55.10501,0.01148,136.915
138.34757,-12.27671,0.01694,240.39
138.37599,-27.86401,0.01453,320.435
138.3876,36.67212,0.01039,53.199
138.41212,-18.96883,0.01846,165.041
138.43355,39.44842,0.00667,72.873
138.46322,13.1103,0.00298,220.433
138.47145,65.40832,0.00258,48.757
138.5188,-27.65363,0.01725,720.635
138.52689,25.13529,0.01735,156.544
138.52808,-27.47598,0.01678,142.926
138.54337,4.08461,0.01017,230.553
138.55738,-33.43576,0.01179,271.812
138.56211,-12.06893,0.01561,185.023
138.69336,60.01251,0.01937,143.631
138.83045,60.27396,0.0037,46.291
138.83338,11.76275,0.00368,69.078
138.87594,67.87844,0.00243,3.01
138.94276,68.13466,0.00305,33.427
138.97518,71.15447,0.02477,271.397
138.9899,-18.40619,0.01444,64.438
139.01348,38.68292,0.00441,142.516
139.0543,17.5831,0.01519,220.562
139.12015,68.58657,0.0242,183.777
139.12128,55.14221,0.01084,82.097
139.18808,-21.1835,0.01793,529.12
139.24299,-62.46751,0.01748,189.331
139.28892,56.99458,0.0044,22.829
139.29702,27.1027,0.01197,59.009
139.33131,-23.34745,0.01718,136.705
139.33171,-27.30633,0.01696,109.975
139.41226,27.28948,0.01265,70.325
139.44729,27.37965,0.01276,293.782
139.57772,-21.01071,0.01844,233.164
139.67572,-4.24242,0.01515,92.479
139.67991,33.87242,0.0072,86.907
139.70957,68.94644,0.02422,342.402
139.71222,32.85021,0.01183,58.807
139.73384,-29.18736,0.01673,811.85
139.79124,58.962,0.00392,85.946
139.79166,-29.29344,0.01812,175.327
139.81833,33.94109,0.00753,84.156
139.8978,68.84689,0.00343,91.8
139.92461,-28.71731,0.01663,212.945
139.95025,24.61619,0.01857,246.618
140.00197,19.38785,0.01469,119.017
140.00796,-22.71246,0.01514,261.258
140.00867,14.26167,0.01567,160.749
140.07407,-68.76899,0.02092,143.178
140.10658,-16.74835,0.01972,188.355
140.14524,-59.96859,0.01851,925.025
140.1532,34.04376,0.00691,15.236
140.17162,-5.85762,0.01652,249.694
140.1941,34.45781,0.01163,282.356
140.20775,-16.76803,0.02195,292.991
140.21095,46.43203,0.02198,371.57
140.2175,-28.36973,0.01697,128.886
140.22026,25.81996,0.01354,518.569
140.22133,25.03702,0.01775,117.566
140.22616,-22.66277,0.01477,166.258
140.24887,59.97503,0.01967,295.709
140.25555,59.90003,0.01913,148.007
140.25999,-16.77459,0.022,614.657
140.27461,26.1578,0.01709,179.131
140.28385,-38.91301,0.00946,190.587
140.32735,26.10673,0.01881,341.904
140.32958,34.24674,0.01227,174.033
140.36059,32.35991,0.00758,25.598
140.36914,56.12276,0.00387,13.611
140.38347,-17.41385,0.00176,155.244
140.39069,30.25301,0.01278,215.769
140.40029,-38.91346,0.00934,172.685
140.42753,-16.3493,0.01768,161.752
140.48323,25.74714,0.01752,672.986
140.49243,29.94683,0.01318,52.79
140.52018,-63.1884,0.01915,232.127
140.57371,-59.63581,0.01944,507.358
140.57632,33.60061,0.01208,79.192
140.67667,-17.73181,0.01833,415.781
140.78497,-17.64325,0.01888,119.236
140.82978,-29.50327,0.01757,136.64
140.87327,-18.28505,0.01952,248.397
140.93973,37.06481,0.01191,206.241
140.96505,34.20174,0.01246,287.577
140.97312,-17.47102,0.01561,168.985
141.01247,-64.18451,0.02388,183.086
141.01393,-17.51385,0.0166,148.274
141.03641,14.95073,0.01518,124.899
141.03925,-17.70253,0.0194,144.031
141.04377,32.52803,0.00782,70.16
141.04655,34.28004,0.01042,76.997
141.05148,30.51841,0.01379,108.272
141.0647,20.97071,0.00364,6.448
141.07726,-7.90821,0.01636,553.463
141.09127,31.67103,0.01279,152.075
141.10404,-17.5649,0.01923,275.094
141.10851,-17.70545,0.01737,405.637
141.12978,-7.93372,0.01649,441.653
141.17511,-17.73043,0.0147,70.278
141.21676,15.59324,0.01594,203.508
141.30314,28.70869,0.01794,290.756
141.31161,-69.9493,0.01852,198.528
141.34477,-17.60337,0.01907,117.011
141.34887,-25.94284,0.0206,168.05
141.36777,28.92967,0.01751,116.067
141.39014,28.70766,0.01796,204.528
141.41852,51.03504,0.016,112.326
141.43335,-17.41419,0.01885,148.371
141.44257,-18.32776,0.01733,88.417
141.50471,-15.77288,0.01954,179.727
141.50566,-35.08116,0.01644,217.434
141.52877,-63.54548,0.01809,140.24
141.53944,27.54291,0.00912,25.922
141.54487,-6.43571,0.01544,231.813
141.563,-63.42217,0.01774,109.32
141.59349,-14.78011,0.01693,107.785
141.60729,-47.34687,0.00283,60.213
141.65914,-63.24324,0.0167,231.913
141.6643,-15.71904,0.02055,187.923
141.67936,-10.92458,0.01699,129.787
141.69486,-31.38378,0.01516,97.952
141.69746,-30.34478,0.01656,302.803
141.72477,-30.1245,0.01582,117.82
141.73302,-31.18715,0.01589,293.285
141.7592,-48.40687,0.00997,80.485
141.77265,-18.27362,0.0183,169.707
141.77318,-63.25916,0.01955,160.379
141.85195,-33.80311,0.01715,173.049
141.87942,-16.96005,0.01925,311.017
141.93485,-63.13315,0.01619,75.986
141.93937,64.20382,0.0031,65.384
141.98183,-63.01246,0.01636,110.974
141.9871,30.25857,0.01157,57.948
142.02852,-63.15498,0.01825,184.384
142.03405,-10.34814,0.01742,209.428
142.05026,-63.10178,0.0193,107.936
142.07305,-62.87927,0.01767,99.372
142.07892,-62.96907,0.01809,403.341
142.09184,40.90014,1.1E-4,117.674
142.12822,-63.04298,0.01747,92.88
142.19964,-62.91639,0.01824,860.181
142.20249,-16.86469,0.02277,180.499
142.30845,-35.6833,0.01678,109.424
142.31434,-39.12666,0.01647,97.965
142.32463,-17.09136,0.01629,98.514
142.43874,-33.81828,0.01741,109.985
142.55719,-36.60424,0.01641,220.734
142.60703,-63.16638,0.0185,161.388
142.74858,-18.60982,0.01939,112.896
142.76171,-16.38615,0.01723,173.583
142.7651,-66.29577,0.01753,158.635
142.80958,-62.75267,0.01619,86.651
142.83643,-6.60937,0.01604,163.756
142.97029,-14.75814,0.0188,326.967
142.98853,-42.96986,0.01638,139.543
143.00157,-55.25952,0.01879,141.703
143.00315,59.07762,0.01995,131.001
143.0115,-17.67332,0.01674,97.903
143.03436,-17.43455,0.01528,89.803
143.18105,22.71254,0.01355,87.621
143.19686,14.37782,0.0127,185.241
143.22585,-61.94489,0.01825,227.644
143.26518,-17.80814,0.01912,212.08
143.29292,40.37768,0.01477,289.724
143.29603,22.71878,0.01351,303.553
143.30004,-62.71616,0.01512,127.503
143.30866,-17.8518,0.01914,613.671
143.31959,62.67833,0.00279,2.881
143.32419,-63.351,0.01838,276.459
143.35754,-27.02524,0.01599,174.879
143.36034,66.51963,0.01137,179.015
143.38941,-13.3069,0.01869,223.155
143.38965,-16.80645,0.01804,223.027
143.39491,37.71176,0.01466,115.195
143.4751,-62.31405,0.01836,240.262
143.49341,46.48212,0.00589,29.321
143.50184,-63.28965,0.01947,351.549
143.54218,54.46187,0.00568,120.121
143.55312,-16.89076,0.01529,226.704
143.56546,-16.86,0.01465,98.819
143.58181,-17.00837,0.01333,121.783
143.61868,25.14308,0.01178,148.747
143.66145,26.9283,0.01308,59.695
143.67463,-63.43354,0.01905,122.268
143.73042,50.82144,0.00704,46.649
143.78204,-50.27041,0.01808,593.385
143.79037,-50.02968,0.01849,177.911
143.81633,-10.20444,0.01477,71.579
143.83898,-47.31038,0.01696,158.232
143.85335,56.49239,0.00707,56.283
143.89969,-25.89103,0.01327,571.037
143.93847,-51.85715,0.01847,262.922
143.96801,35.28473,0.01276,139.324
143.97218,59.15502,0.0186,186.103
143.99347,-47.43898,0.01701,357.189
144.02477,-41.01989,0.01647,87.07
144.04571,38.04669,0.00232,26.582
144.05018,-21.62633,0.00203,10.562
144.0622,-62.5316,0.01724,118.594
144.10311,-26.59628,0.01772,183.704
144.13687,58.94709,0.01942,265.962
144.19186,-34.06879,0.01625,91.695
144.29006,-15.26247,0.01973,169.441
144.31552,19.6894,0.01439,152.303
144.33959,55.10006,0.00678,203.506
144.35197,-47.93332,0.01741,206.84
144.38337,-41.07622,0.0082,33.551
144.38837,-41.01853,0.00825,578.994
144.38977,-31.52879,0.00192,4.221
144.42095,-16.66045,0.01605,235.372
144.44882,-50.75878,0.01736,127.464
144.45009,-55.09712,0.01104,67.428
144.46015,55.35326,0.00518,64.217
144.52727,-15.87939,0.01843,113.496
144.53883,-15.87413,0.01689,157.959
144.5937,50.6494,0.0172,97.701
144.59791,-8.93133,0.01287,107.914
144.60418,-17.06017,0.02003,333.367
144.79062,61.33586,0.01883,241.151
144.79245,-20.89637,0.01296,71.867
144.83966,50.37712,0.01679,102.611
144.8467,-62.07964,0.01812,377.322
144.8545,58.71665,0.02078,137.506
144.9925,-62.64455,0.01764,102.632
145.02324,-19.08918,0.00212,117.765
145.09304,-63.16522,0.0198,283.461
145.10912,-49.88077,0.0178,119.023
145.14188,74.96922,0.02302,246.809
145.14628,39.87411,0.02282,609.39
145.1529,-10.14568,0.0235,336.297
145.15974,-49.85431,0.01721,368.002
145.20465,63.88606,0.02313,244.851
145.21347,39.76002,0.022,161.359
145.26771,-14.76654,0.01796,224.128
145.35033,20.44037,0.01372,143.445
145.37938,-26.79891,0.01797,310.013
145.41715,7.3622,0.00386,11.058
145.42766,-10.63327,0.00796,242.902
145.44237,-47.45482,0.0152,200.865
145.45765,64.25587,0.00302,5.866
145.47107,29.9504,0.01295,78.97
145.59027,-16.14284,0.01761,146.304
145.64198,-15.88248,0.01447,279.347
145.67718,-17.18747,0.0187,133.294
145.71687,25.64611,0.00401,9.281
145.74417,76.5329,0.00349,21.264
145.75364,-70.75225,0.01846,268.945
145.75822,-15.22203,0.012,172.39
145.76406,-16.5157,0.01831,99.889
145.78091,-16.51124,0.02037,156.006
145.89539,-23.7728,0.0121,157.621
145.97728,-14.15365,0.00779,95.929
145.98168,52.2788,0.02184,162.47
146.03607,-15.44139,0.02434,215.445
146.12264,-62.01395,0.01556,78.318
146.13594,-61.96517,0.01636,122.467
146.13843,40.72651,0.02275,201.186
146.15243,-28.39753,0.01694,126.087
146.15909,-16.01225,0.01492,73.782
146.22726,-26.75886,0.01707,339.242
146.336,-15.63429,0.01732,977.989
146.47327,-43.37196,0.01524,107.445
146.53073,-25.41571,0.01674,85.742
146.59457,-15.44111,0.01984,148.618
146.61567,-25.15851,0.01505,308.952
146.64484,60.2827,0.00354,46.344
146.67361,-25.12543,0.01501,241.295
146.67708,8.64216,0.01454,106.983
146.71457,-13.79213,0.01676,140.359
146.71926,19.28147,0.01718,191.927
146.75875,-44.44066,0.0155,125.859
146.79875,-25.19164,0.01588,367.403
146.80676,-23.21762,0.01574,158.788
146.80941,-43.53652,0.01299,55.149
146.83184,-59.58461,0.01651,131.035
146.86894,-56.19766,0.0181,160.751
146.87837,-43.84209,0.0155,114.888
146.90179,-25.60872,0.01568,226.935
146.93151,-45.66429,0.01533,181.26
147.01484,60.21684,0.00331,55.561
147.015,63.75516,0.00252,1.925
147.03078,-31.1572,0.01788,175.095
147.15967,65.54412,0.0033,12.874
147.18527,23.68852,0.01759,133.419
147.25278,-15.48253,0.0169,95.909
147.30506,71.40384,0.00296,38.102
147.3799,56.67145,0.02087,212.85
147.42816,-51.68355,0.01852,133.439
147.43498,-51.7291,0.01847,300.651
147.47215,-22.75662,0.01301,144.569
147.57578,-28.46715,0.01576,271.888
147.64493,-14.05644,0.01842,441.071
147.66247,38.0625,0.02307,380.404
147.66289,8.01494,0.01721,133.046
147.7152,-14.8421,0.0166,104.4
147.75313,-19.57611,0.01647,219.395
147.7787,13.62981,0.01511,229.254
147.84003,21.22483,0.01353,166.026
147.85797,-46.86313,0.01162,84.499
147.87565,-44.63211,0.01221,74.521
147.88645,-44.59648,0.01216,117.327
147.88769,12.18095,0.01743,405.959
147.9303,-13.68036,0.01786,166.13
148.01065,21.7415,0.01418,98.106
148.06929,89.23289,0.02299,319.974
148.08814,-13.06504,0.01888,311.034
148.09166,21.95153,0.01461,148.829
148.11319,58.78253,0.00964,116.719
148.17854,-14.32127,0.00531,23.702
148.23331,-57.91826,0.01718,133.347
148.24118,15.6438,0.01416,124.193
148.26352,-14.57111,0.021,384.652
148.27541,13.05634,0.01702,132.558
148.27922,8.01643,0.01688,153.614
148.33718,-53.78698,0.00523,35.834
148.3846,-14.31791,0.0187,119.638
148.39536,-28.42898,0.00515,122.151
148.47328,-14.54662,0.01598,88.218
148.49612,32.46611,0.01651,109.138
148.53375,-31.69965,0.01744,129.16
148.55734,19.6404,0.01537,228.963
148.58215,-8.00589,0.01958,200.115
148.66632,-29.69457,0.01537,287.337
148.67941,-32.3536,0.01696,133.15
148.69204,-24.73796,0.0193,191.471
148.7138,27.28578,0.01378,57.867
148.76725,-22.52432,0.01765,150.065
148.7673,-24.7772,0.01731,1013.169
148.82898,-14.39276,0.0095,30.857
148.86184,-24.67631,0.0145,376.308
148.87243,-24.0906,0.01685,157.067
148.96677,49.0337,0.02333,246.16
148.98218,-12.78983,0.0181,259.356
148.99051,-67.88993,0.00665,34.521
149.00756,-11.85544,0.01662,100.254
149.07454,71.71637,0.00311,5.986
149.07546,-27.19006,0.00329,12.809
149.10187,31.99967,0.0163,124.233
149.13571,55.04952,0.00508,13.453
149.1755,-43.94246,0.01469,74.406
149.18332,72.3964,0.0032,60.439
149.1953,-12.72112,0.01752,287.877
149.20386,40.48175,0.01675,87.039
149.26378,-14.2519,0.01746,262.77
149.26556,-11.95546,0.0204,200.951
149.33891,-14.47329,0.01572,111.1
149.37513,-13.17086,0.0163,270.913
149.41211,5.43693,0.01579,200.25
149.51463,-13.3058,0.02334,316.01
149.5207,-18.3,0.01638,251.368
149.52999,71.69684,0.00269,81.842
149.53267,-44.50977,0.01474,175.471
149.63834,-14.89968,0.01673,233.709
149.65311,-13.17434,0.01796,182.514
149.74467,-19.27029,0.01202,112.709
149.7813,-14.02228,0.01502,89.569
149.79225,-14.27219,0.01835,111.276
149.7938,23.32887,0.0215,149.674
149.80544,-67.63332,0.00601,184.835
149.88346,-52.88188,0.0174,154.431
149.89283,30.4028,0.01439,156.426
149.94394,-13.84684,0.02006,366.516
149.94581,-30.13682,0.01787,113.512
149.99051,-1.88007,0.01559,104.545
149.99278,-67.62972,0.00664,26.464
150.00479,-13.08047,0.01345,61.295
150.02268,-13.58985,0.01583,164.35
150.0263,-13.9193,0.01813,98.386
150.03132,20.60218,0.01354,62.829
150.06608,-13.43976,0.02414,389.004
150.08211,-13.40906,0.0206,123.914
150.09393,21.72775,0.01434,327.693
150.14289,-13.41599,0.02046,160.018
150.15477,-49.11208,0.01529,121.236
150.17097,-49.12084,0.01599,78.736
150.17215,-13.22878,0.0166,216.903
150.18291,-13.73406,0.01894,507.864
150.18618,-29.27808,0.0153,178.896
150.18969,-13.90128,0.02099,209.185
150.21045,-13.67901,0.02121,181.797
150.24169,-13.62495,0.0194,154.238
150.25739,-13.5915,0.01919,305.026
150.27991,-13.43989,0.01083,51.192
150.29613,-13.51256,0.01458,87.644
150.37378,-14.23375,0.01412,130.029
150.38497,-17.08888,0.01601,266.824
150.40364,-13.49338,0.02157,259.471
150.41954,-13.20267,0.02072,139.214
150.42009,-13.38847,0.01088,36.155
150.43127,-13.40642,0.01687,264.652
150.46535,-13.38183,0.01656,296.456
150.47323,-12.07573,0.02208,259.886
150.50223,-13.27389,0.01797,243.016
150.51584,-13.32491,0.01272,348.26
150.52694,-13.19115,0.02485,198.827
150.53457,-13.24341,0.02139,185.973
150.54122,-14.25624,0.01956,128.625
150.54458,-12.82277,0.01478,165.871
150.54971,-13.20384,0.0169,218.503
150.55339,-13.37415,0.01771,94.433
150.55671,-13.13158,0.01434,124.93
150.56256,-13.20772,0.02031,573.56
150.56668,-13.45685,0.01918,173.149
150.57584,-13.26115,0.01756,1115.802
150.60818,-15.85176,0.01464,170.636
150.62325,-13.26919,0.0243,195.975
150.65052,-13.73926,0.0183,115.993
150.67566,-28.23012,0.00515,38.484
150.68343,-20.01231,0.01626,140.631
150.69152,-13.18973,0.01496,74.383
150.69238,-13.07937,0.0177,134.194
150.6986,-13.46223,0.01801,106.812
150.70745,-13.42746,0.0121,56.048
150.71316,-13.3082,0.02244,272.016
150.71814,-13.67603,0.01704,111.386
150.72205,-13.34046,0.00713,44.277
150.73981,-13.09419,0.01608,86.062
150.74747,-55.30381,0.00578,68.769
150.75175,-20.62994,0.01694,178.12
150.7598,-13.4551,0.01479,175.924
150.76478,-13.14539,0.01656,100.638
150.80917,-18.71264,0.01655,296.644
150.81943,-13.273,0.01651,101.423
150.85259,-13.14401,0.01471,105.014
150.88529,-53.24036,0.0174,127.229
150.88712,-67.62656,0.00626,117.194
150.93269,-13.17266,0.01392,133.25
150.93465,-53.67613,0.01855,1065.684
150.93504,-20.48564,0.01649,612.763
150.96049,-13.19335,0.02196,496.65
150.97136,-14.3974,0.01797,109.693
151.00051,72.9908,0.00307,3.62
151.01056,-13.01676,0.01846,132.921
151.13667,26.91084,0.01446,241.382
151.14756,28.76966,0.02294,603.702
151.14962,-34.40374,0.01861,135.236
151.17908,-13.7284,0.02031,120.498
151.24796,-13.6788,9.2E-4,1.187
151.25495,-37.07553,0.01488,225.421
151.30684,-13.56526,0.02142,438.678
151.3484,-6.35672,0.01864,261.746
151.38615,26.9396,0.01475,241.21
151.4092,-13.66343,0.01597,96.661
151.43108,22.12358,0.01277,151.95
151.4613,41.76679,0.00536,61.956
151.54359,18.07912,0.015,161.807
151.62316,-33.64088,0.01452,262.024
151.63934,-12.88773,0.02073,195.807
151.64481,-37.10249,0.0136,293.939
151.65566,-15.04866,0.01995,203.022
151.68333,-6.99305,0.01629,411.987
151.78738,46.58112,0.01022,39.358
151.81892,-13.43534,0.01267,106.677
151.83989,-16.80101,0.01647,128.241
151.84191,-37.07648,0.01374,186.684
151.86569,70.08918,0.00277,43.781
151.93811,25.58444,0.015,241.102
151.98218,-13.20605,0.02332,374.538
151.98756,-13.25142,0.01258,88.001
152.03176,-42.01819,0.01323,72.785
152.0697,-52.36347,0.01979,124.934
152.11459,54.4057,0.00956,29.128
152.13668,-12.36824,0.01861,195.984
152.15654,-37.73577,0.01342,72.049
152.17153,25.79837,0.01422,163.909
152.20311,-12.09515,0.01815,244.841
152.22165,-47.59648,0.02274,183.83
152.22299,-13.38537,0.01892,237.995
152.28125,-55.372,0.01737,118.069
152.41233,-17.31264,0.01886,176.551
152.45099,-12.84213,0.01394,140.577
152.45778,-17.33396,0.01762,130.422
152.50616,-12.7486,0.01688,260.517
152.54723,-67.66621,0.00616,92.622
152.56593,-19.32513,0.02051,559.965
152.62644,-15.85357,0.0168,194.495
152.6875,49.21877,0.00691,49.988
152.72187,64.74947,0.00246,20.211
152.75975,-13.64277,0.02492,187.232
152.78771,-14.68436,0.021,157.858
152.82326,34.93922,0.02308,385.22
152.88283,-15.1707,0.01715,148.053
152.88524,31.29201,0.02321,214.61
152.92252,34.80075,0.02277,183.131
153.01831,-16.51469,0.01865,138.786
153.13083,50.55781,0.02458,409.026
153.17385,28.11601,0.01571,217.185
153.44172,-15.91856,0.01848,298.088
153.47005,-13.46175,0.01998,182.494
153.53386,46.05486,0.00999,42.474
153.55395,-45.21129,0.01217,119.045
153.5605,-63.72047,0.01802,172.105
153.59687,33.97832,0.02456,327.783
153.96789,71.09659,0.00234,291.13
153.99273,15.01116,0.01486,234.329
154.05217,-14.64471,0.02045,166.578
154.0564,-13.28548,0.02031,409.901
154.21765,-63.72061,0.01839,221.668
154.35797,-50.15419,0.02425,282.365
154.4251,-32.12093,0.02065,136.881
154.5144,25.89921,0.01205,104.453
154.53831,-11.00148,0.01686,143.8
154.69144,25.70148,0.00599,37.951
154.70345,-29.7705,0.02236,330.136
154.75056,75.04361,0.02253,308.282
154.7621,-32.17469,0.02019,174.194
154.79998,-16.19264,0.01587,122.358
154.89458,-51.69862,0.01133,97.561
154.96892,23.31402,0.00614,154.656
155.06439,-67.36079,0.0062,141.181
155.07745,75.06323,0.00332,79.178
155.18992,44.66436,0.00446,59.479
155.25919,-11.79135,0.01641,119.748
155.49475,40.56352,0.00458,257.588
155.57289,19.3889,0.01038,245.206
155.5905,-33.87765,0.02331,160.37
155.72367,-12.3507,0.01655,229.533
155.84249,-32.36031,0.02052,188.067
155.8637,-7.91362,0.018,113.536
155.92047,39.7849,0.00506,20.099
155.93051,-77.87916,0.01937,230.169
155.96774,-7.5338,0.01998,158.847
156.08111,-16.91592,0.01494,86.874
156.12041,-62.99626,0.01737,263.352
156.12439,37.80875,0.00449,53.562
156.12879,16.75927,0.01007,192.418
156.2626,-11.8595,0.02124,331.236
156.45124,13.97334,0.01029,106.223
156.47593,-69.92717,0.01961,160.591
156.70042,31.35116,0.00481,236.616
156.71828,-78.08051,0.01994,116.602
156.77575,58.7368,0.02035,152.998
156.89704,-62.83465,0.01794,159.876
157.12018,-34.1564,0.02103,160.956
157.25149,56.35159,0.02466,227.496
157.34187,28.3726,0.01177,136.212
157.38805,26.59883,0.01109,124.431
157.40893,64.05101,0.02466,352.588
157.42088,59.04562,0.02422,184.435
157.59412,-72.08112,0.01764,114.061
157.77948,38.89591,0.00294,25.442
157.84328,-59.69676,0.01665,110.235
157.84747,7.05942,0.02224,391.578
157.85639,-72.74898,0.01763,111.261
157.99233,48.24626,0.00385,20.685
158.003,-72.17865,0.01833,283.305
158.00393,-58.07,0.01973,217.591
158.00417,89.62533,0.0215,152.036
158.03627,-55.48038,0.02374,168.093
158.10854,-55.39485,0.02324,273.541
158.11647,61.62927,0.00712,170.046
158.13018,53.83814,0.02376,376.473
158.14248,-76.09489,0.01954,287.279
158.14916,31.6071,0.01977,279.899
158.2213,57.10324,0.02381,313.983
158.22812,57.10309,0.02493,444.557
158.24783,58.73293,0.02386,317.848
158.2571,29.9897,0.02215,229.348
158.25733,-66.76904,0.01916,119.906
158.49998,-42.74248,0.02004,401.815
158.5121,27.588,0.01056,156.98
158.81725,-36.85507,0.02136,325.56
158.89833,26.87325,0.01124,146.217
158.94277,31.20165,0.01889,197.728
159.02518,-13.66097,0.01923,243.675
159.0374,27.04041,0.01174,143.204
159.24549,-38.38544,0.02405,275.181
159.48574,-61.87845,0.01497,126.257
159.64228,-43.62963,0.0117,165.285
159.66375,34.2368,0.00347,36.672
159.7539,32.96214,0.00412,7.251
159.7607,-62.32845,0.01612,79.861
159.79234,39.05945,0.01694,189.547
159.89916,63.95766,0.0248,195.295
159.93698,58.17593,0.0219,175.791
160.0843,25.70915,0.01074,82.087
160.13036,-62.5529,0.01773,307.361
160.21696,58.04056,0.02266,171.141
160.31372,57.21217,0.02271,167.367
160.36197,-45.73146,0.02025,277.128
160.42756,0.14167,0.0208,331.066
160.49564,29.49644,0.01079,94.43
160.5051,0.2979,0.0222,538.138
160.62615,-11.08481,0.02083,288.757
161.06974,-43.90151,0.01178,263.733
161.1214,75.26601,0.02358,184.997
161.22696,-43.88943,0.01212,133.399
161.49339,40.02542,0.00843,30.16
161.53125,-63.2528,0.01634,179.285
161.76868,-16.3186,0.01399,270.535
161.89461,-10.26425,0.02012,304.991
162.08733,-57.33796,0.01993,129.791
162.09456,81.53315,0.00106,0.722
162.34749,30.8015,0.02456,453.877
162.36798,-54.93221,0.02129,355.187
162.42465,30.222,0.01922,284.944
162.63389,31.5326,0.0209,177.224
162.63552,-13.77794,0.01744,138.271
162.64242,-62.84091,0.01268,57.911
162.68551,16.8533,0.0194,588.019
