GLON,GLAT,z,Mbh
221.76274,80.58673,0.02007,215.043
221.80149,43.31513,0.02257,218.121
221.81152,86.43432,0.02229,690.058
221.82021,17.37539,0.01738,133.917
221.8233,-65.6244,0.01652,132.587
221.86922,83.24636,0.02305,209.649
221.98729,87.61328,0.01578,107.801
221.98939,71.30176,0.02165,294.187
221.99056,57.81407,0.0206,252.793
222.02528,80.26872,0.02211,156.157
222.06342,82.82909,0.02253,301.211
222.08776,-18.41885,0.02189,233.323
222.23096,-21.72972,0.00996,190.68
222.27658,-63.50506,0.0171,165.989
222.48595,19.50586,0.01472,311.031
222.48725,-73.00509,0.01812,127.736
222.49645,-52.52449,0.00597,32.291
222.71165,89.15481,0.02383,261.84
222.83494,-5.38158,0.0091,61.644
222.95827,-64.04723,0.023,194.287
223.06989,48.37328,0.02331,276.048
223.08392,-21.30946,0.00981,45.617
223.13345,-39.04766,0.01518,129.467
223.17445,40.8473,0.00811,90.822
223.17688,40.56321,0.01062,238.008
223.20396,80.05248,0.02284,183.847
223.26145,-61.3471,0.02127,216.392
223.26581,33.98765,0.00452,201.231
223.26951,40.60404,0.01054,76.282
223.29885,-26.63543,0.01694,185.723
223.36561,-21.9792,0.00691,35.002
223.37336,80.17419,0.0214,136.98
223.54861,-33.36866,0.01584,97.04
223.57276,-33.36864,0.01543,244.09
223.57793,43.14383,0.02057,196.561
223.62565,47.51851,0.02377,203.47
223.67407,65.04458,0.00407,17.582
223.77972,72.74451,0.01187,74.999
223.8836,-65.21301,0.00484,217.509
223.8847,23.88876,0.01368,155.078
224.04164,-40.06,0.01615,120.323
224.22018,47.82326,0.02078,155.184
224.30722,-30.65447,0.01386,75.492
224.5954,77.16686,0.01422,111.272
224.66634,68.05944,0.02077,250.185
224.86229,23.41135,0.01345,272.756
224.89186,-73.72794,0.01637,81.647
225.09916,76.25667,0.02198,190.391
225.1369,-20.66359,0.0093,30.355
225.14069,-77.84074,0.0194,138.099
225.1605,-67.90735,0.0162,87.073
225.27505,-26.50177,0.00553,168.369
225.32499,38.49261,0.00716,74.64
225.43065,-10.43814,0.02082,244.765
225.44735,30.45753,0.01272,86.675
225.52996,29.30462,0.01205,196.746
225.61105,-41.79221,0.01372,99.732
225.66206,29.16555,0.01308,520.878
225.66429,-20.49842,0.00995,117.266
225.70232,-41.76487,0.01365,54.65
225.71575,68.73941,0.01463,167.292
225.7616,76.42548,0.02154,194.608
225.81725,29.92109,0.01242,121.222
226.17336,-12.59145,0.00921,165.51
226.18699,-15.41442,0.00662,48.996
226.2527,-29.63558,0.00585,44.74
226.46622,-23.80232,0.00995,108.301
226.46777,-17.77456,0.02263,293.439
226.47564,-22.59023,0.00639,58.955
226.63037,-49.22969,0.01343,134.938
226.66514,31.62416,0.01255,209.029
226.76657,45.95787,0.01791,408.305
226.80506,-64.71342,0.00456,8.362
226.84716,61.29098,0.00368,6.095
226.87415,43.61064,0.01741,188.228
226.88698,68.47566,0.01661,122.581
226.88791,78.46344,0.02232,154.616
226.91481,-64.68052,0.00424,365.527
226.95103,43.57099,0.01874,197.573
227.03227,-26.82962,0.00573,16.274
227.03625,-65.53078,0.0217,164.13
227.05068,70.12637,0.02088,280.682
227.11756,63.57262,0.00327,30.438
227.28809,-62.87518,0.0217,226.479
227.51995,-52.59931,0.00504,78.901
227.72775,59.73701,0.02225,245.09
227.73088,21.49502,0.01408,213.982
227.74716,59.8023,0.02148,244.667
227.91452,-75.62695,0.01455,269.733
227.98508,77.29297,0.02196,275.558
228.12475,-58.51119,0.01547,118.193
228.25888,-18.93848,0.00962,121.901
228.30982,77.26455,0.02171,268.898
228.3871,52.52669,0.01046,197.243
228.43689,17.79263,0.01971,205.181
228.50555,56.05116,0.01026,119.077
228.59627,85.31579,0.00448,96.279
228.70434,-18.07728,0.00774,216.319
228.74512,-21.64837,0.00625,26.479
228.97362,-64.07876,0.01956,193.015
228.99239,-21.49608,0.01945,127.992
229.00537,-63.97219,0.0229,669.783
229.06868,-55.67801,0.0039,107.472
229.20787,37.36172,0.01813,183.542
229.23118,34.79332,0.01216,112.667
229.23942,-64.05957,0.02025,227.462
229.42435,-54.49751,0.00433,32.947
229.69734,-36.39924,0.01659,171.136
229.7247,-42.00941,0.01337,106.034
229.80904,36.05123,0.01178,62.944
229.81242,-64.14923,0.01665,120.634
229.86115,-16.19064,0.00958,75.344
229.92181,-58.91385,0.01376,106.617
229.99663,39.66836,0.00656,150.852
230.08161,66.13833,0.00278,30.802
230.32829,25.33037,0.00536,25.711
230.37671,-63.35306,0.02259,169.817
230.40276,66.48119,0.00418,115.681
230.59977,66.42237,0.0032,241.045
230.64093,66.37824,0.00223,21.674
230.75601,86.43788,0.0041,155.618
230.76713,67.22806,0.00498,83.34
230.79674,34.84506,0.02435,243.681
230.88202,-61.98138,0.01641,219.922
230.94317,17.99777,0.0215,260.294
230.94866,33.06821,0.01718,259.14
231.02972,25.47016,0.00612,114.392
231.03438,25.62632,0.00608,26.313
231.0641,40.56742,0.01248,87.732
231.10891,-62.49339,0.01629,137.43
231.17849,58.31813,0.00222,39.924
231.21815,72.2936,0.02332,244.509
231.22561,-55.78028,0.00464,43.565
231.27321,-74.08042,0.01876,141.797
231.28726,25.7258,0.00616,49.192
231.30991,25.65249,0.0062,71.761
231.31315,-64.68176,0.0219,207.719
231.32264,-36.8751,0.01947,270.636
231.40274,-33.97305,0.01306,139.704
231.42033,-34.01507,0.01317,95.212
231.46003,-46.09999,0.00454,166.482
231.47238,35.67316,0.01183,78.181
231.48724,-68.43733,0.01536,79.433
231.50591,62.88637,0.02122,258.865
231.55288,25.6693,0.0067,227.716
231.62739,15.27923,0.00956,69.957
231.63525,-54.2163,0.00463,6.996
231.6653,-64.0898,0.02245,253.154
231.68886,38.76776,0.01645,212.898
231.72756,40.35865,0.01662,146.522
231.85283,-44.68642,0.00944,62.288
231.85854,65.69502,0.0205,406.759
231.86726,-54.26673,0.00398,8.715
231.90684,72.46929,0.02199,593.247
231.91822,31.90004,0.01745,105.591
231.94499,-17.58492,0.00912,60.062
231.98309,-46.11509,0.01191,147.05
232.02135,71.34514,0.02215,172.225
232.07464,59.05491,0.01012,51.155
232.07737,-17.70937,0.00935,66.266
232.09113,37.72051,0.0227,274.863
232.13825,-26.21494,0.00991,30.309
232.15839,73.67533,0.02313,155.687
232.2381,81.3346,0.02248,467.151
232.29807,-56.22883,0.00441,3.547
232.40584,-35.64912,0.02134,194.848
232.47125,77.86029,0.02239,185.684
232.49646,72.7632,0.01931,209.13
232.63962,61.33668,0.00479,24.415
232.73662,-46.35533,0.00446,5.827
232.78625,-16.0499,0.0234,431.649
232.8696,58.69999,0.0028,41.701
233.00714,72.59397,0.01923,345.05
233.07392,73.8945,0.02343,372.772
233.07951,-71.72945,0.01169,138.48
233.13189,-46.59895,0.0039,41.927
233.1685,-46.58402,0.00347,157.596
233.16935,-28.54993,0.01314,217.726
233.1797,-26.26599,0.01005,39.838
233.19128,73.43511,0.02294,185.647
233.22513,-12.24606,0.00866,129.791
233.26709,39.68153,0.02002,122.426
233.27096,72.43982,0.0219,148.305
233.4902,57.63283,0.00304,184.692
233.49986,7.79706,0.00722,70.518
233.52218,57.75243,0.00235,74.69
233.61255,-55.16772,0.00635,140.376
233.6555,73.44564,0.02337,206.451
233.66304,-37.36012,0.01895,165.579
233.75525,73.64377,0.02317,598.139
233.91483,-53.10571,0.00419,7.575
233.94974,-19.12304,0.02126,137.505
234.04196,73.02039,0.02261,157.64
234.04244,73.2255,0.02192,203.137
234.08855,-13.72417,0.00915,119.407
234.08873,-21.74053,0.0052,25.263
234.09822,19.14283,0.01994,115.45
234.15166,76.95412,0.0215,150.919
234.2242,72.99824,0.0212,171.435
234.29071,72.98785,0.02107,665.939
234.35368,-37.83572,0.01831,140.251
234.38362,60.91318,0.00226,54.004
234.42029,72.94236,0.02045,280.703
234.42254,75.28291,0.02141,369.508
234.43541,57.01043,0.00299,170.966
234.45059,44.65327,0.01333,93.065
234.46976,22.60172,0.01805,118.6
234.47011,-14.96128,0.00891,24.387
234.56129,89.27134,0.02473,188.963
234.60381,-20.09149,0.00977,107.311
234.61202,73.21202,0.01696,191.224
234.65081,72.76319,0.02035,215.372
234.67374,-67.42711,0.02153,221.103
234.69751,-85.89812,0.01817,367.655
234.70067,-27.01899,0.01,89.082
234.80405,-16.28914,0.02259,339.858
234.85044,-18.13068,0.0054,273.259
234.95528,-38.29462,0.01875,111.565
235.02647,-54.2584,0.0054,40.943
235.05808,73.07604,0.01866,154.793
235.21852,-55.94983,0.00427,7.451
235.3549,40.45925,0.0167,176.248
235.49268,75.28783,0.02067,227.882
235.49505,73.26103,0.01813,265.455
235.52192,-53.99372,0.00521,12.219
235.53706,73.26932,0.02321,277.652
235.55923,13.07765,0.01535,276.334
235.63094,75.10123,0.02224,544.171
235.70364,73.84389,0.02417,174.077
235.72734,73.03843,0.02172,486.438
235.76295,-55.26578,0.00505,44.347
235.82737,-13.01996,0.00838,122.962
235.83507,73.56387,0.01958,317.68
235.84776,72.95144,0.02096,141.754
235.92588,-54.05857,0.00626,188.195
236.01492,-12.612,0.00782,89.638
236.0223,-32.57127,0.01244,97.494
236.20158,-52.84542,0.00547,18.714
236.21098,14.09428,0.01962,231.933
236.25105,75.07519,0.02181,223.161
236.27031,-54.35573,0.00445,5.31
236.29386,-53.91343,0.0058,20.837
236.31879,15.99151,0.01982,261.977
236.32948,13.88903,0.01985,180.181
236.36222,-54.29515,0.00432,53.808
236.37496,73.04328,0.02135,149.082
236.4297,-54.29332,0.00247,19.164
236.44229,-72.99024,0.01969,165.15
236.46895,-54.03802,0.00575,45.522
236.5557,68.21318,0.00362,5.26
236.5638,-72.04379,0.01117,89.725
236.59689,-52.85456,0.00472,79.767
236.65806,72.48361,0.02273,170.981
236.69024,37.71686,0.00613,21.781
236.69775,-12.66059,0.00608,81.234
236.71651,-53.63559,0.00475,319.908
236.72205,-54.1283,0.00442,61.324
236.73419,25.68656,0.0193,321.394
236.74517,-12.60189,0.00679,110.353
236.79173,74.38687,0.02046,325.59
236.82463,-53.94628,0.00434,146.189
236.83191,54.26838,0.01921,422.967
236.85587,-13.61885,0.00714,28.095
236.88832,34.09046,0.01226,92.518
236.94092,25.6862,0.01946,185.555
236.94111,-13.91041,0.0071,105.778
236.94599,72.15049,0.01045,34.023
236.95531,-53.55469,0.00649,196.883
237.03579,-11.4257,0.00825,104.065
237.07139,39.793,0.01259,177.982
237.07235,-9.87617,0.00894,48.895
237.1343,15.69366,0.00572,65.024
237.22844,-53.8892,0.00307,31.109
237.26971,-69.62743,0.01587,479.548
237.3169,70.49904,0.01145,38.375
237.3382,12.59925,0.01528,281.23
237.35213,-56.05144,0.00473,16.312
237.42773,60.02949,0.0213,304.64
237.43672,-67.55224,0.01494,134.005
237.51256,-50.38585,0.00461,57.585
237.53774,-52.29067,0.00336,9.591
237.56488,70.54052,0.01157,123.681
237.5685,-67.58155,0.01623,100.073
237.6008,-34.66478,0.01575,237.815
237.66348,-53.96594,0.00289,53.085
237.8074,73.09096,0.02059,133.681
237.81818,6.48265,0.01125,63.987
237.9562,-54.59803,0.00546,319.043
238.1001,-53.95796,0.00472,7.33
238.14635,45.5247,0.00449,169.319
238.20184,45.64718,0.00413,134.18
238.25938,45.13338,0.0044,29.059
238.28815,17.91839,0.01907,201.785
238.46375,87.53244,0.01607,122.945
238.59168,7.73258,0.02006,153.494
238.70797,-52.03767,0.00458,14.019
238.77315,-56.5175,0.00454,138.333
238.87633,70.98454,0.01142,48.697
238.904,25.58663,0.00613,200.655
238.94875,71.11959,0.01108,67.594
239.02913,-7.74747,0.00864,98.337
239.03258,71.0919,0.01106,220.4
239.10144,-69.25677,0.02106,130.17
239.13168,-74.49014,0.01303,76.175
239.27013,38.21779,0.01993,368.699
239.29565,33.02961,0.01321,69.331
239.30682,29.75344,0.02053,268.266
239.34789,47.59727,0.0228,157.291
239.40701,29.68052,0.02076,290.966
239.45581,-27.42964,0.00307,29.854
239.51224,35.01423,0.00691,1089.243
239.5424,-78.31622,0.02017,151.65
239.55365,28.0912,0.01148,80.704
239.60254,42.2658,0.02028,288.76
239.61065,42.12627,0.02141,137.906
239.62568,-8.50536,0.00989,45.511
239.62837,-11.27287,0.00745,24.13
239.63217,-8.5007,0.00989,42.48
239.687,-10.41843,0.0073,25.456
239.71372,-85.12939,0.00534,11.564
239.72295,70.94057,0.011,39.194
239.86184,36.83577,0.02078,262.177
239.86283,-55.65037,0.00626,29.205
239.9361,-19.49725,0.02243,278.179
239.94831,33.60637,0.02165,162.969
239.95329,33.59171,0.02211,516.804
239.96068,-10.41037,0.00706,174.611
239.96387,33.58529,0.02137,264.336
239.96718,70.02052,0.02122,237.312
239.97217,-56.69318,0.00647,217.037
239.97371,33.58663,0.02282,207.059
240.06101,70.84556,0.0118,43.672
240.13319,-53.09954,0.00538,6.628
240.16292,-56.69002,0.00587,576.559
240.41005,60.77125,0.00455,19.124
240.42864,63.21123,0.00209,11.148
240.4768,56.10442,0.0221,193.896
240.60441,10.65809,0.00817,100.617
240.64076,-10.70673,0.00612,61.575
240.84993,33.60162,0.02177,163.465
240.85127,64.78095,0.00281,189.417
240.86294,55.9447,0.02169,265.844
240.88315,-8.4331,0.00294,6.702
241.01706,-5.69869,0.00594,264.642
241.08964,-11.50171,0.00574,60.808
241.15048,12.91101,0.01521,77.96
241.16666,-33.61172,0.01573,275.592
241.21207,-35.90154,0.00332,154.384
241.33178,64.22178,0.00269,174.879
241.43829,39.49946,0.02079,141.234
241.57289,-16.23114,0.00498,38.723
241.80937,-8.17499,0.00705,112.3
241.85982,4.9893,0.0145,171.2
241.877,-7.96503,0.00566,64.274
241.96111,64.41869,0.00242,129.307
241.9712,-67.06748,0.01592,376.468
242.02197,38.91867,0.02144,226.442
242.05236,1.02241,0.01615,206.887
242.11342,31.24808,0.01971,315.132
242.17482,5.84691,0.01798,175.113
242.19241,38.92563,0.02248,185.292
242.26227,35.50691,0.02087,402.485
242.29473,77.28292,0.02406,470.738
242.34801,35.86244,0.02196,208.761
242.35144,39.02065,0.01987,123.269
242.36012,-6.8296,0.01009,180.932
242.5078,77.24195,0.02457,462.266
242.53494,61.03353,0.00527,11.887
242.549,35.8954,0.02107,202.173
242.61827,-0.18212,0.00824,42.888
242.67764,77.75674,0.02442,406.605
242.71871,77.70658,0.02384,322.485
242.76645,-0.22183,0.00887,183.162
242.78588,56.33538,0.02149,531.349
242.8298,77.2893,0.02244,192.676
242.83421,-73.56398,0.01623,169.168
242.8579,77.15061,0.02403,462.58
242.86655,53.77242,0.01945,160.359
242.88843,-6.72318,0.00657,95.174
242.89502,77.16754,0.0211,382.291
243.04431,77.6391,0.02241,203.212
243.08433,-73.57798,0.01679,174.097
243.10491,34.34008,0.02175,273.292
243.12173,-47.29807,0.02086,206.851
243.2723,77.2348,0.02073,202.91
243.32633,25.85468,0.00633,167.618
243.33624,3.73929,0.01967,400.126
243.42066,-66.74184,0.01694,201.498
243.45356,77.47173,0.02446,220.953
243.67483,46.8827,0.02222,162.538
243.69068,16.71604,0.00565,46.015
243.69874,9.87344,0.01915,152.894
243.70201,77.44049,0.02366,213.116
243.78125,71.23972,0.01106,125.134
243.80745,2.98537,0.02046,168.528
243.86074,27.02258,0.0173,309.657
243.96969,70.3443,0.01074,51.985
243.98034,-71.81592,0.02036,179.881
243.98943,80.27749,0.02251,187.925
244.00094,34.13831,0.01457,96.008
244.07499,14.59146,0.00578,43.156
244.17269,76.69998,0.02394,379.172
244.17981,22.14537,0.00685,120.258
244.21062,11.97792,0.00848,35.659
244.24199,30.75195,0.01607,91.393
244.28718,13.15387,0.01905,262.046
244.30402,15.39612,0.00899,67.252
244.32612,89.54728,0.02282,228.024
244.38141,-44.83902,0.02038,509.526
244.41169,26.30124,0.01286,138.548
244.61366,-59.603,0.02097,682.26
244.69892,6.08565,0.00577,21.396
244.73178,13.68792,0.01152,162.918
244.75933,-32.80474,0.01519,85.179
244.78552,69.68815,0.01105,147.759
244.81343,35.36572,0.01992,400.074
244.88339,35.28497,0.02038,324.839
244.96642,0.01098,0.00564,41.452
244.97613,-70.88834,0.02075,233.206
245.01992,15.09205,0.01568,72.687
245.03458,6.39693,0.00591,15.392
245.08139,-19.64297,0.02105,218.278
245.28863,-6.37143,0.00695,46.077
245.35047,6.14287,0.00557,29.657
245.36054,10.05552,0.00559,374.944
245.44156,5.95162,0.00615,94.255
245.54915,5.87819,0.00546,149.89
245.56008,35.579,0.0201,401.627
245.57922,2.45156,0.00344,34.506
245.58637,-59.91539,0.02032,244.612
245.60285,16.81781,0.01508,111.192
245.70934,2.41365,0.00323,47.503
245.76408,-62.7828,0.01665,140.242
245.77978,16.95981,0.01484,108.821
245.81594,-40.63492,0.02161,160.478
245.82798,30.93248,0.00907,82.888
246.1268,15.8437,0.01915,134.11
246.20835,22.10079,0.0079,259.258
246.30776,16.23959,0.01856,211.276
246.37555,37.39398,0.01686,283.009
246.45556,38.35419,0.01712,125.342
246.46009,-44.08818,0.01498,143.884
246.53196,3.63964,0.00349,34.733
246.63106,10.96051,0.00807,51.731
246.63897,-25.18189,0.01635,90.048
246.75744,18.32205,0.0188,113.199
246.7598,72.87629,0.0126,66.938
246.76815,15.92154,0.00901,76.566
246.84026,-60.12934,0.02016,229.002
246.91474,18.31324,0.01758,349.359
246.95903,13.88845,0.00872,106.738
246.97351,53.15352,0.01213,118.404
247.07336,22.78403,0.017,178.931
247.16961,10.91225,0.01303,64.775
247.23214,17.76391,0.01859,129.404
247.36961,25.82797,0.00665,65.055
247.38488,-10.62001,0.00974,254.588
247.40351,-43.87644,0.0147,108.908
247.48611,-43.81646,0.01497,154.456
247.52411,-57.04238,0.0028,275.292
247.55023,44.10136,0.01849,237.834
247.55093,43.27835,0.01891,170.494
247.73128,16.85501,0.0093,34.384
247.7825,36.781,0.00221,172.757
247.83121,78.45989,0.0082,54.766
247.87971,-71.50329,0.01947,168.883
247.89625,-10.23448,0.00929,108.798
248.00681,-26.08274,0.01575,100.862
248.0796,66.74489,0.01042,53.902
248.12022,36.68682,0.00233,1.697
248.20031,48.12506,0.01887,254.606
248.23717,-8.8348,0.00954,30.364
248.47488,-68.62776,0.01689,173.662
248.52678,-76.80789,0.01273,57.834
248.65583,-44.84519,0.01482,297.224
248.66815,-48.16573,0.00299,58.584
248.69111,-65.63547,0.00658,216.023
248.72788,-76.81657,0.01283,102.276
248.75547,-39.30139,0.02169,176.843
248.75587,-48.22491,0.00304,4.303
248.88575,-39.0517,0.02111,167.374
248.91605,46.07317,0.00319,10.872
248.93713,40.76185,0.01801,140.511
248.97698,-55.76903,0.00387,4.429
249.07523,76.08497,0.00304,22.52
249.1641,24.64821,0.00697,161.576
249.44165,25.45864,0.01439,81.995
249.47894,24.92037,0.00702,36.326
249.51391,25.5106,0.01446,304.189
249.64197,75.30202,0.02309,168.81
249.67438,60.64942,0.0211,203.55
249.70577,-29.00611,0.01494,116.436
249.70615,28.78097,0.00771,139.539
249.76092,28.77121,0.00811,37.515
249.86445,71.85979,0.02128,166.115
250.01567,-12.16561,0.02354,176.219
250.0672,13.35298,0.00878,178.148
250.12744,-77.97177,0.01927,286.871
250.14162,59.07253,0.00323,3.084
250.21943,58.05787,0.02111,177.08
250.24411,-11.97546,0.02317,198.742
250.27405,-43.57969,0.01537,111.861
250.34079,28.5941,0.01403,66.817
250.40691,24.93142,0.01393,80.06
250.52166,56.09435,0.02151,211.87
250.53687,67.19323,0.00329,3.677
250.60459,82.86852,0.02282,222.16
250.64801,56.86518,0.02322,320.94
250.6671,-45.07543,0.0151,249.753
250.69121,22.01288,0.0163,123.603
250.70256,-16.92361,0.00388,39.159
250.70549,76.65385,0.02404,234.453
250.76931,69.67537,0.01063,287.481
250.82076,15.90452,0.01143,424.226
250.83941,14.09414,0.00141,0.105
250.88845,21.97292,0.01597,210.385
250.93649,-52.94188,0.00415,25.79
251.02078,-52.52038,0.00328,82.058
251.12291,85.71149,0.02309,175.584
251.13655,16.46647,0.01703,102.64
251.33965,57.25761,0.01933,127.6
251.47819,75.94843,0.01424,74.169
251.48501,63.36804,0.02105,141.062
251.67486,77.64438,0.02461,389.413
251.68639,-46.98444,0.005,45.541
251.71558,21.80312,0.01575,185.968
251.72156,35.03046,0.01157,104.071
251.73194,-74.56341,0.01913,205.0
251.86027,63.48484,0.02119,247.794
251.97079,16.35383,0.0023,108.554
252.02112,63.78561,0.0034,153.322
252.03271,50.13528,0.01847,239.036
252.0346,73.57116,0.01255,158.933
252.07103,63.4043,0.02063,228.957
252.17227,17.39847,0.00847,232.414
252.4086,34.82169,0.00471,11.133
252.43305,-15.53717,0.01748,151.363
252.50454,-15.86326,0.0039,10.419
252.72641,5.04879,0.00672,20.586
252.85256,-33.66455,0.01447,256.156
252.95344,18.94163,0.00876,225.827
253.04441,22.33849,0.00988,127.831
253.14759,-83.53887,0.0185,105.023
253.27542,43.21636,0.00744,17.502
253.44373,-61.05838,0.01841,167.972
253.68076,56.82621,0.02271,172.577
253.8815,41.87771,0.01652,182.853
253.92113,-39.64143,0.01793,117.664
253.92332,6.8283,0.01616,3352.27
254.00157,14.558,0.00809,21.461
254.00586,58.20192,0.00529,28.589
254.00847,-78.33695,0.0127,61.509
254.04865,-44.11362,0.01441,163.198
254.18981,42.38287,0.01688,89.534
254.24014,74.61461,0.01355,54.232
254.31264,24.1895,0.00678,113.129
254.34024,-43.40959,0.01562,197.416
254.43163,40.72889,0.01619,148.79
254.43857,26.1383,0.0135,58.775
254.46366,22.10111,0.01544,246.892
254.49191,-69.44263,0.01743,349.689
254.65195,27.08545,0.00751,23.169
254.65524,-68.79914,0.0175,105.187
254.74138,75.81888,0.02236,185.649
254.77478,18.4218,0.00782,59.496
254.77575,65.83666,0.02077,198.074
254.92241,17.31799,0.00851,79.058
254.94174,42.98531,0.00728,118.275
254.9993,-37.7701,0.01334,82.622
255.04014,23.72281,0.00768,296.418
255.05228,-75.73086,0.01769,321.915
255.11574,28.13657,0.01206,47.473
255.14606,-46.70961,0.00392,109.783
255.15299,31.00898,0.0156,109.946
255.15593,-44.55131,0.01518,248.062
255.21129,17.39389,0.00942,87.315
255.23609,31.07046,0.01514,92.82
255.35771,75.59639,0.02232,171.305
255.37829,66.51739,0.02036,226.368
255.39929,66.58747,0.02093,171.097
255.40983,41.73587,0.01682,286.376
255.4358,26.45772,0.01168,83.43
255.56217,66.54713,0.02047,397.551
255.67426,5.649,0.00701,594.116
255.67647,-8.05459,0.00377,64.679
255.68223,66.57141,0.02169,336.346
255.69076,-51.19474,0.00359,124.454
255.77726,67.29965,0.02044,161.582
255.84452,16.44021,0.00789,49.549
255.90276,5.98653,0.00753,205.335
255.94668,64.05804,0.01965,138.329
255.99041,27.24957,0.01144,119.075
256.06317,-66.47763,0.01692,211.099
256.12694,25.35642,0.01314,59.036
256.14827,30.01381,0.01643,133.339
256.24109,7.71615,0.00733,121.516
256.25689,57.95775,0.00867,54.667
256.28622,4.96864,0.00723,22.819
256.32225,67.53858,0.01015,137.505
256.4996,27.48781,0.01318,104.556
256.51652,47.69208,0.02153,137.339
256.73224,27.50345,0.01336,86.564
256.75259,65.28795,0.0062,33.723
256.75684,27.50307,0.01322,651.601
256.76191,-42.55135,0.00628,24.728
256.77664,51.50126,0.0182,129.504
256.83701,27.53508,0.0141,76.562
256.86293,76.96594,0.02334,385.337
256.87637,-83.62343,0.01828,105.025
256.92527,57.7987,0.00417,273.854
256.95199,57.45798,0.00495,45.87
256.98544,57.77301,0.00585,21.969
257.14924,16.08645,0.00814,71.88
257.16738,11.87888,0.00833,107.1
257.41,27.04433,0.01294,68.927
257.46312,23.45015,0.00693,33.65
257.52494,26.5684,0.01293,80.659
257.53571,-46.33342,0.01808,118.995
257.55383,-64.67247,0.01724,424.388
257.5691,-81.13295,0.01172,71.301
257.57561,73.23272,0.02425,350.012
257.67821,-52.92072,0.02206,208.43
257.77841,-66.87003,0.01731,151.891
257.78408,-83.29302,0.01936,802.904
257.79878,-66.40792,0.01625,76.942
257.81116,-83.17707,0.01881,115.128
257.93299,-44.78468,0.0033,3.449
257.96345,-83.25485,0.0188,365.177
258.10398,-64.55081,0.01811,156.831
258.35191,65.75401,0.0199,446.163
258.65128,75.1951,0.02266,202.481
259.01722,25.03435,0.00798,111.83
259.09615,-28.82096,0.01768,216.522
259.24108,-12.32693,0.00957,31.19
259.37678,26.73946,0.01291,68.272
259.52122,15.06344,0.00799,43.996
259.53672,42.21046,0.00818,53.111
259.6329,15.20946,0.0086,72.692
259.65045,-43.58175,0.02061,312.363
259.77803,18.37506,0.00841,64.667
259.78515,10.17722,0.00767,28.445
259.80738,-76.70934,0.01954,113.924
259.81238,19.48803,0.01478,101.217
259.84907,28.29108,0.01327,99.021
259.92228,12.51125,0.00555,232.046
259.94801,-77.11118,0.016,216.213
259.98497,-69.13334,0.01807,171.734
260.00765,-32.90582,0.0144,121.035
260.02503,65.00906,0.01971,226.897
260.03188,71.96713,0.00311,5.626
260.05083,37.17373,0.01511,135.314
260.14221,21.78424,0.01166,121.355
260.16994,11.69296,0.00808,79.671
260.35817,29.42237,0.01218,103.714
260.41534,25.84115,0.01277,69.359
260.44055,-63.4528,0.01593,229.837
260.50348,-82.9543,0.02018,139.381
260.51489,-27.57673,0.01506,346.15
260.58215,16.39929,0.01494,218.649
260.5903,29.13308,0.01189,89.68
260.60504,59.6365,0.02211,239.511
260.67445,18.27492,0.00843,78.208
260.82923,22.13377,0.00836,144.739
260.95902,30.29523,0.02285,217.445
261.04039,30.94647,0.01979,117.855
261.07854,-38.74326,0.00211,0.613
261.10947,68.45567,0.02169,149.041
261.19886,9.19033,0.00758,67.455
261.24188,20.88013,0.00851,113.332
261.3307,-30.27118,0.01502,205.757
261.45197,-69.34412,0.01779,92.799
261.47347,-64.28333,0.01735,179.22
261.47802,-79.36206,0.01857,150.996
261.50164,4.10061,0.00326,88.055
261.69039,79.98107,0.00344,7.882
261.74658,-35.46028,0.01332,77.587
261.78092,21.80226,0.00832,333.179
261.83159,-78.34084,0.01907,139.26
261.87417,-80.3489,0.01851,100.038
261.9244,-80.54566,0.0129,188.409
261.92943,22.00535,0.00817,48.579
262.04965,21.75153,0.00848,78.429
262.05991,20.20706,0.00325,17.098
262.11849,-50.59867,0.00779,28.38
262.15443,40.97909,0.01536,275.674
262.17795,27.17235,0.01227,132.684
262.18671,-79.65461,0.02017,152.817
262.21753,-65.23507,0.02061,148.906
262.45999,6.18285,0.0162,224.226
262.50797,31.00173,0.0186,126.053
262.59268,40.8009,0.01482,100.674
262.64236,40.88545,0.01445,127.269
262.69499,-14.30333,0.00346,49.873
262.7442,17.23382,0.00849,84.488
262.76414,40.40498,0.01527,406.718
262.81306,-76.08309,0.0173,186.093
262.85342,78.82483,0.00298,58.281
262.90478,14.80596,0.00935,38.075
262.98209,20.91234,0.00903,63.348
263.03144,-78.41649,0.01894,341.574
263.06664,28.80081,0.01228,165.706
263.10967,-41.90813,0.00328,4.787
263.26608,29.54036,0.01184,52.558
263.28589,13.75641,0.00901,31.423
263.34351,-41.83438,0.00355,119.582
263.35201,8.00109,0.00844,228.649
263.36077,34.22419,0.02013,172.721
263.49093,-32.01031,0.02396,326.559
263.53127,-79.59796,0.02015,118.462
263.55968,52.84838,0.0249,270.945
263.62727,-37.03907,0.02187,175.859
263.66727,-78.1605,0.0182,165.456
263.75684,-79.45826,0.0191,157.224
263.86011,57.54889,0.0198,272.121
263.89183,-79.41334,0.01934,292.17
263.92604,19.97566,0.00825,173.25
263.98797,9.00935,0.01626,178.025
264.05189,52.24986,0.02464,192.783
264.06763,15.83476,0.00935,55.749
264.07082,-42.30931,0.00504,53.873
264.08709,-42.7319,0.00534,21.105
264.12444,-26.79269,0.02468,361.925
